Age,Gender,Race,Precinct,Total Voters: 2020
25 to 34,Female,White,Rochester W1 P12,10
25 to 34,Female,White,Rochester W1 P14,3
25 to 34,Female,White,Rochester W1 P2,2
25 to 34,Female,White,Rochester W1 P4,9
25 to 34,Female,White,Rochester W1 P5,3
25 to 34,Female,White,Rochester W1 P6,9
25 to 34,Female,White,Rochester W1 P7,5
25 to 34,Female,White,Rochester W1 P8,3
25 to 34,Female,White,Rochester W1 P9,5
25 to 34,Female,White,Rochester W2 P1,12
25 to 34,Female,White,Rochester W2 P10,4
25 to 34,Female,White,Rochester W2 P11,11
25 to 34,Female,White,Rochester W2 P2,13
25 to 34,Female,White,Rochester W2 P3,2
25 to 34,Female,White,Rochester W2 P4,5
25 to 34,Female,White,Rochester W2 P5,4
25 to 34,Female,White,Rochester W2 P6,6
25 to 34,Female,White,Rochester W2 P9,3
25 to 34,Female,White,Rochester W4 P10,5
25 to 34,Female,White,Rochester W4 P11,9
25 to 34,Female,White,Rochester W4 P12,3
25 to 34,Female,White,Rochester W4 P13,3
25 to 34,Female,White,Rochester W4 P8,8
25 to 34,Female,White,Rochester W4 P9,3
25 to 34,Female,White,Rochester W5 P14,1
25 to 34,Female,White,Rock Dell Twp.,2
25 to 34,Female,White,Salem Twp.,2
25 to 34,Female,White,Stewartville,12
25 to 34,Female,White,Wasioja Twp.,1
25 to 34,Female,White,West Concord,3
25 to 34,Female,Unknown,Rochester W1 P10,1
25 to 34,Unknown,Asian,Byron,2
25 to 34,Unknown,Asian,Canisteo Twp.,1
25 to 34,Unknown,Asian,Rochester W1 P10,2
25 to 34,Unknown,Asian,Rochester W1 P13,2
25 to 34,Unknown,Asian,Rochester W1 P2,2
25 to 34,Unknown,Asian,Rochester W1 P4,2
25 to 34,Unknown,Asian,Rochester W1 P7,4
25 to 34,Unknown,Asian,Rochester W1 P8,2
25 to 34,Unknown,Asian,Rochester W2 P1,2
25 to 34,Unknown,Asian,Rochester W2 P10,1
25 to 34,Unknown,Asian,Rochester W2 P3,1
25 to 34,Unknown,Asian,Rochester W2 P4,1
25 to 34,Unknown,Asian,Rochester W2 P5,2
25 to 34,Unknown,Asian,Rochester W2 P6,1
25 to 34,Unknown,Asian,Rochester W4 P10,1
25 to 34,Unknown,Asian,Rochester W4 P11,2
25 to 34,Unknown,Asian,Rochester W4 P9,1
25 to 34,Unknown,Asian,Rochester W5 P14,1
25 to 34,Unknown,Asian,West Concord,1
25 to 34,Unknown,Asian,Byron,1
25 to 34,Unknown,Asian,Kasson P-2,2
25 to 34,Unknown,Asian,Kasson P-3,1
25 to 34,Unknown,Asian,Rochester Twp P-1,4
25 to 34,Unknown,Asian,Rochester W1 P10,2
25 to 34,Unknown,Asian,Rochester W1 P11,2
25 to 34,Unknown,Asian,Rochester W1 P12,4
25 to 34,Unknown,Asian,Rochester W1 P2,2
25 to 34,Unknown,Asian,Rochester W1 P4,2
25 to 34,Unknown,Asian,Rochester W1 P5,1
25 to 34,Unknown,Asian,Rochester W1 P7,3
25 to 34,Unknown,Asian,Rochester W2 P1,7
25 to 34,Unknown,Asian,Rochester W2 P11,2
25 to 34,Unknown,Asian,Rochester W2 P2,1
25 to 34,Unknown,Asian,Rochester W2 P3,1
25 to 34,Unknown,Asian,Rochester W2 P4,3
25 to 34,Unknown,Asian,Rochester W2 P5,1
25 to 34,Unknown,Asian,Rochester W2 P6,5
25 to 34,Unknown,Asian,Rochester W4 P10,8
25 to 34,Unknown,Asian,Rochester W4 P11,2
25 to 34,Unknown,Asian,Rochester W4 P12,2
25 to 34,Unknown,Asian,Rochester W4 P8,3
25 to 34,Unknown,Asian,Rochester W4 P9,1
25 to 34,Unknown,Asian,Ellington Twp.,1
25 to 34,Unknown,Asian,Rochester W1 P11,1
25 to 34,Unknown,Asian,Rochester W1 P4,1
25 to 34,Unknown,Asian,Rochester W2 P1,1
25 to 34,Unknown,Asian,Rochester W2 P10,2
25 to 34,Unknown,Asian,Rochester W2 P5,1
25 to 34,Unknown,Asian,Rochester W4 P11,1
25 to 34,Unknown,Asian,Rochester W4 P8,1
25 to 34,Unknown,Black,Dodge Center P-2,1
25 to 34,Unknown,Black,Rochester Twp P-1,1
25 to 34,Unknown,Black,Rochester W1 P1,1
25 to 34,Unknown,Black,Rochester W2 P1,1
25 to 34,Unknown,Black,Rochester W2 P10,1
25 to 34,Unknown,Black,Rochester W2 P11,1
25 to 34,Unknown,Black,Rochester W2 P3,1
25 to 34,Unknown,Black,Rochester W2 P9,1
25 to 34,Unknown,Black,Rochester W4 P10,6
25 to 34,Unknown,Black,Rochester W4 P11,7
25 to 34,Unknown,Black,Rochester W4 P13,1
25 to 34,Unknown,Black,Byron,1
25 to 34,Unknown,Black,Kasson P-2,1
25 to 34,Unknown,Black,Rochester W1 P1,1
25 to 34,Unknown,Black,Rochester W1 P10,1
25 to 34,Unknown,Black,Rochester W1 P11,1
25 to 34,Unknown,Black,Rochester W1 P2,1
25 to 34,Unknown,Black,Rochester W1 P5,1
25 to 34,Unknown,Black,Rochester W2 P1,9
25 to 34,Unknown,Black,Rochester W2 P11,2
25 to 34,Unknown,Black,Rochester W2 P2,1
25 to 34,Unknown,Black,Rochester W2 P3,1
25 to 34,Unknown,Black,Rochester W2 P4,1
25 to 34,Unknown,Black,Rochester W2 P6,3
25 to 34,Unknown,Black,Rochester W4 P10,9
25 to 34,Unknown,Black,Rochester W4 P11,8
25 to 34,Unknown,Black,Rochester W4 P8,4
25 to 34,Unknown,Black,Rochester W4 P9,4
25 to 34,Unknown,Black,Stewartville,1
25 to 34,Unknown,Black,Byron,1
25 to 34,Unknown,Black,Rochester W1 P10,1
25 to 34,Unknown,Black,Rochester W1 P9,1
25 to 34,Unknown,Black,Rochester W2 P1,1
25 to 34,Unknown,Black,Rochester W2 P2,1
25 to 34,Unknown,Black,Rochester W2 P6,1
25 to 34,Unknown,Black,Rochester W4 P10,1
25 to 34,Unknown,Black,Rochester W4 P11,2
25 to 34,Unknown,Black,Rochester W4 P8,1
25 to 34,Unknown,Black,Rochester W4 P9,3
25 to 34,Unknown,Hispanic,Kasson P-3,1
25 to 34,Unknown,Hispanic,Rochester W1 P12,1
25 to 34,Unknown,Hispanic,Dodge Center P-2,2
25 to 34,Unknown,Hispanic,Kasson P-2,1
25 to 34,Unknown,Hispanic,Rochester W1 P12,1
25 to 34,Unknown,Hispanic,Rochester W1 P14,2
25 to 34,Unknown,Hispanic,Rochester W1 P5,1
25 to 34,Unknown,Hispanic,Rochester W1 P7,1
25 to 34,Unknown,Hispanic,Rochester W2 P6,1
25 to 34,Unknown,Hispanic,Rochester W4 P11,1
25 to 34,Unknown,Hispanic,Rochester W4 P12,1
25 to 34,Unknown,Hispanic,Rochester W4 P13,1
25 to 34,Unknown,Hispanic,Rochester W4 P8,1
25 to 34,Unknown,Hispanic,Rochester W4 P9,1
25 to 34,Unknown,Hispanic,Rochester W5 P14,1
25 to 34,Unknown,Hispanic,Stewartville,2
25 to 34,Unknown,Hispanic,Ripley Twp.,1
25 to 34,Unknown,Hispanic,Rochester W1 P4,1
25 to 34,Unknown,Hispanic,Rochester W1 P8,1
25 to 34,Unknown,Hispanic,Rochester W4 P10,1
25 to 34,Unknown,Hispanic,Rochester W4 P12,1
25 to 34,Unknown,Hispanic,Rochester W4 P13,1
25 to 34,Unknown,Hispanic,Rochester W4 P8,1
25 to 34,Unknown,White,Byron,31
25 to 34,Unknown,White,Canisteo Twp.,4
25 to 34,Unknown,White,Cascade Twp. P-3,2
25 to 34,Unknown,White,Claremont,1
25 to 34,Unknown,White,Concord Twp.,2
25 to 34,Unknown,White,Dodge Center P-1,9
25 to 34,Unknown,White,Dodge Center P-2,1
25 to 34,Unknown,White,Ellington Twp.,1
25 to 34,Unknown,White,Hayfield,6
25 to 34,Unknown,White,Hayfield Twp.,5
25 to 34,Unknown,White,Kalmar Twp.,4
25 to 34,Unknown,White,Kasson P-1,1
25 to 34,Unknown,White,Kasson P-2,25
25 to 34,Unknown,White,Kasson P-3,16
25 to 34,Unknown,White,Mantorville,4
25 to 34,Unknown,White,Mantorville Twp.,13
25 to 34,Unknown,White,Milton Twp.,3
25 to 34,Unknown,White,Rochester Twp P-1,4
25 to 34,Unknown,White,Rochester W1 P1,6
25 to 34,Unknown,White,Rochester W1 P10,19
25 to 34,Unknown,White,Rochester W1 P11,4
25 to 34,Unknown,White,Rochester W1 P12,5
25 to 34,Unknown,White,Rochester W1 P13,3
25 to 34,Unknown,White,Rochester W1 P14,4
25 to 34,Unknown,White,Rochester W1 P2,4
25 to 34,Unknown,White,Rochester W1 P4,7
25 to 34,Unknown,White,Rochester W1 P5,2
25 to 34,Unknown,White,Rochester W1 P6,9
25 to 34,Unknown,White,Rochester W1 P7,7
25 to 34,Unknown,White,Rochester W1 P8,11
25 to 34,Unknown,White,Rochester W1 P9,1
25 to 34,Unknown,White,Rochester W2 P1,14
25 to 34,Unknown,White,Rochester W2 P10,6
25 to 34,Unknown,White,Rochester W2 P11,7
25 to 34,Unknown,White,Rochester W2 P2,5
25 to 34,Unknown,White,Rochester W2 P3,3
25 to 34,Unknown,White,Rochester W2 P4,15
25 to 34,Unknown,White,Rochester W2 P5,6
25 to 34,Unknown,White,Rochester W2 P6,10
25 to 34,Unknown,White,Rochester W2 P9,1
25 to 34,Unknown,White,Rochester W4 P10,6
25 to 34,Unknown,White,Rochester W4 P11,7
25 to 34,Unknown,White,Rochester W4 P12,4
25 to 34,Unknown,White,Rochester W4 P13,3
25 to 34,Unknown,White,Rochester W4 P8,5
25 to 34,Unknown,White,Rochester W4 P9,2
25 to 34,Unknown,White,Rochester W5 P14,5
25 to 34,Unknown,White,Rock Dell Twp.,3
25 to 34,Unknown,White,Salem Twp.,3
25 to 34,Unknown,White,Stewartville,22
25 to 34,Unknown,White,Vernon Twp.,5
25 to 34,Unknown,White,Wasioja Twp.,2
25 to 34,Unknown,White,West Concord,6
25 to 34,Unknown,White,Westfield Twp.,3
25 to 34,Unknown,White,Ashland Twp.,1
25 to 34,Unknown,White,Byron,12
25 to 34,Unknown,White,Canisteo Twp.,2
25 to 34,Unknown,White,Cascade Twp. P-3,1
25 to 34,Unknown,White,Claremont,3
25 to 34,Unknown,White,Claremont Twp.,2
25 to 34,Unknown,White,Dodge Center P-1,3
25 to 34,Unknown,White,Dodge Center P-2,1
25 to 34,Unknown,White,Hayfield,3
25 to 34,Unknown,White,Kalmar Twp.,1
25 to 34,Unknown,White,Kasson P-1,1
25 to 34,Unknown,White,Kasson P-2,15
25 to 34,Unknown,White,Kasson P-3,5
25 to 34,Unknown,White,Mantorville,4
25 to 34,Unknown,White,Mantorville Twp.,4
25 to 34,Unknown,White,Milton Twp.,1
25 to 34,Unknown,White,Ripley Twp.,1
25 to 34,Unknown,White,Rochester Twp P-2,1
25 to 34,Unknown,White,Rochester W1 P1,3
25 to 34,Unknown,White,Rochester W1 P10,15
25 to 34,Unknown,White,Rochester W1 P11,5
25 to 34,Unknown,White,Rochester W1 P12,1
25 to 34,Unknown,White,Rochester W1 P4,3
25 to 34,Unknown,White,Rochester W1 P6,2
25 to 34,Unknown,White,Rochester W1 P7,3
25 to 34,Unknown,White,Rochester W1 P8,4
25 to 34,Unknown,White,Rochester W1 P9,1
25 to 34,Unknown,White,Rochester W2 P1,10
25 to 34,Unknown,White,Rochester W2 P10,2
25 to 34,Unknown,White,Rochester W2 P11,5
25 to 34,Unknown,White,Rochester W2 P2,6
25 to 34,Unknown,White,Rochester W2 P3,4
25 to 34,Unknown,White,Rochester W2 P4,3
25 to 34,Unknown,White,Rochester W2 P5,4
25 to 34,Unknown,White,Rochester W2 P6,7
25 to 34,Unknown,White,Rochester W2 P9,3
25 to 34,Unknown,White,Rochester W4 P10,6
25 to 34,Unknown,White,Rochester W4 P11,6
25 to 34,Unknown,White,Rochester W4 P12,3
25 to 34,Unknown,White,Rochester W4 P13,3
25 to 34,Unknown,White,Rochester W4 P8,3
25 to 34,Unknown,White,Rochester W4 P9,2
25 to 34,Unknown,White,Rochester W5 P14,1
25 to 34,Unknown,White,Stewartville,10
25 to 34,Unknown,White,Vernon Twp.,1
25 to 34,Unknown,White,Wasioja Twp.,3
25 to 34,Unknown,White,Byron,1
25 to 34,Unknown,White,Claremont Twp.,1
25 to 34,Unknown,White,Hayfield,1
25 to 34,Unknown,White,Hayfield Twp.,1
25 to 34,Unknown,White,Kalmar Twp.,1
25 to 34,Unknown,White,Kasson P-2,2
25 to 34,Unknown,White,Rochester W1 P1,1
25 to 34,Unknown,White,Rochester W1 P10,2
25 to 34,Unknown,White,Rochester W1 P11,2
25 to 34,Unknown,White,Rochester W1 P12,2
25 to 34,Unknown,White,Rochester W1 P2,1
25 to 34,Unknown,White,Rochester W1 P4,1
25 to 34,Unknown,White,Rochester W1 P8,3
25 to 34,Unknown,White,Rochester W1 P9,1
25 to 34,Unknown,White,Rochester W2 P1,6
25 to 34,Unknown,White,Rochester W2 P11,2
25 to 34,Unknown,White,Rochester W2 P4,2
25 to 34,Unknown,White,Rochester W2 P5,1
25 to 34,Unknown,White,Rochester W2 P6,3
25 to 34,Unknown,White,Rochester W4 P11,2
25 to 34,Unknown,White,Rochester W4 P12,1
25 to 34,Unknown,White,Rochester W4 P8,3
25 to 34,Unknown,White,Rochester W4 P9,3
25 to 34,Unknown,White,Rochester W5 P14,1
25 to 34,Unknown,White,Stewartville,3
35 to 49,Male,Asian,Byron,1
35 to 49,Male,Asian,Kalmar Twp.,1
35 to 49,Male,Asian,Mantorville Twp.,1
35 to 49,Male,Asian,Rochester Twp P-1,8
35 to 49,Male,Asian,Rochester W1 P1,4
35 to 49,Male,Asian,Rochester W1 P13,4
35 to 49,Male,Asian,Rochester W1 P14,1
35 to 49,Male,Asian,Rochester W1 P2,2
35 to 49,Male,Asian,Rochester W1 P4,1
35 to 49,Male,Asian,Rochester W1 P7,4
35 to 49,Male,Asian,Rochester W1 P9,1
35 to 49,Male,Asian,Rochester W2 P1,2
35 to 49,Male,Asian,Rochester W2 P10,3
35 to 49,Male,Asian,Rochester W2 P11,2
35 to 49,Male,Asian,Rochester W2 P5,4
35 to 49,Male,Asian,Rochester W2 P6,2
35 to 49,Male,Asian,Rochester W2 P9,1
35 to 49,Male,Asian,Rochester W4 P10,1
35 to 49,Male,Asian,Rochester W4 P8,1
35 to 49,Male,Asian,Stewartville,1
35 to 49,Male,Asian,Byron,2
35 to 49,Male,Asian,Rochester Twp P-1,1
35 to 49,Male,Asian,Rochester W1 P11,1
35 to 49,Male,Asian,Rochester W1 P13,2
35 to 49,Male,Asian,Rochester W1 P4,3
35 to 49,Male,Asian,Rochester W1 P6,3
35 to 49,Male,Asian,Rochester W1 P7,3
35 to 49,Male,Asian,Rochester W1 P8,1
35 to 49,Male,Asian,Rochester W2 P1,2
35 to 49,Male,Asian,Rochester W2 P10,4
35 to 49,Male,Asian,Rochester W2 P11,1
35 to 49,Male,Asian,Rochester W2 P2,4
35 to 49,Male,Asian,Rochester W2 P3,2
35 to 49,Male,Asian,Rochester W2 P5,1
35 to 49,Male,Asian,Rochester W2 P6,2
35 to 49,Male,Asian,Rochester W4 P10,2
35 to 49,Male,Asian,Rochester W4 P11,2
35 to 49,Male,Asian,Rochester W4 P9,1
35 to 49,Male,Asian,Stewartville,1
35 to 49,Male,Asian,Byron,1
35 to 49,Male,Asian,Rochester Twp P-1,2
35 to 49,Male,Asian,Rochester W1 P1,1
35 to 49,Male,Asian,Rochester W1 P10,1
35 to 49,Male,Asian,Rochester W1 P13,3
35 to 49,Male,Asian,Rochester W1 P14,1
35 to 49,Male,Asian,Rochester W2 P10,1
35 to 49,Male,Asian,Rochester W2 P3,1
35 to 49,Male,Asian,Rochester W2 P5,1
35 to 49,Male,Asian,Rochester W4 P10,1
35 to 49,Male,Asian,Rochester W4 P11,2
35 to 49,Male,Asian,Rochester W4 P8,1
35 to 49,Male,Black,Rochester W1 P12,2
35 to 49,Male,Black,Rochester W1 P2,1
35 to 49,Male,Black,Rochester W1 P4,1
35 to 49,Male,Black,Rochester W2 P1,2
35 to 49,Male,Black,Rochester W2 P10,1
35 to 49,Male,Black,Rochester W2 P11,1
35 to 49,Male,Black,Rochester W2 P3,1
35 to 49,Male,Black,Rochester W2 P4,1
35 to 49,Male,Black,Rochester W2 P5,1
35 to 49,Male,Black,Rochester W4 P10,1
35 to 49,Male,Black,Rochester W4 P11,5
35 to 49,Male,Black,Rochester W4 P12,1
35 to 49,Male,Black,Rochester W4 P9,3
35 to 49,Male,Black,Byron,1
35 to 49,Male,Black,Cascade Twp. P-3,1
35 to 49,Male,Black,Kasson P-2,2
35 to 49,Male,Black,Rochester W1 P10,1
35 to 49,Male,Black,Rochester W1 P12,2
35 to 49,Male,Black,Rochester W1 P2,1
35 to 49,Male,Black,Rochester W1 P4,1
35 to 49,Male,Black,Rochester W1 P5,1
35 to 49,Male,Black,Rochester W1 P7,1
35 to 49,Male,Black,Rochester W1 P9,1
35 to 49,Male,Black,Rochester W2 P1,1
35 to 49,Male,Black,Rochester W2 P2,2
35 to 49,Male,Black,Rochester W2 P3,1
35 to 49,Male,Black,Rochester W2 P6,1
35 to 49,Male,Black,Rochester W4 P10,5
35 to 49,Male,Black,Rochester W4 P11,2
35 to 49,Male,Black,Rochester W4 P8,3
35 to 49,Male,Black,Rochester W4 P9,6
35 to 49,Male,Black,Rochester W5 P14,1
35 to 49,Male,Black,Stewartville,1
35 to 49,Male,Black,West Concord,1
35 to 49,Male,Black,Kasson P-2,1
35 to 49,Male,Black,Rochester W1 P10,1
35 to 49,Male,Black,Rochester W1 P11,1
35 to 49,Male,Black,Rochester W1 P12,2
35 to 49,Male,Black,Rochester W1 P13,1
35 to 49,Male,Black,Rochester W1 P8,1
35 to 49,Male,Black,Rochester W2 P2,1
35 to 49,Male,Black,Rochester W2 P5,1
35 to 49,Male,Black,Rochester W2 P6,1
35 to 49,Male,Black,Rochester W4 P10,4
35 to 49,Male,Black,Rochester W4 P11,1
35 to 49,Male,Black,Rochester W4 P12,1
35 to 49,Male,Black,Rochester W4 P9,1
35 to 49,Male,Black,Stewartville,1
35 to 49,Male,Hispanic,Rochester W1 P4,1
35 to 49,Male,Hispanic,Rochester W1 P7,1
35 to 49,Male,Hispanic,Rochester W4 P10,1
35 to 49,Male,Hispanic,Rochester W4 P12,2
35 to 49,Male,Hispanic,Rochester W4 P8,1
35 to 49,Male,Hispanic,Byron,2
35 to 49,Male,Hispanic,Claremont,1
35 to 49,Male,Hispanic,Dodge Center P-2,1
35 to 49,Male,Hispanic,Hayfield Twp.,1
35 to 49,Male,Hispanic,Kalmar Twp.,1
35 to 49,Male,Hispanic,Kasson P-3,2
35 to 49,Male,Hispanic,Mantorville,1
35 to 49,Male,Hispanic,Mantorville Twp.,1
35 to 49,Male,Hispanic,Rochester Twp P-1,1
35 to 49,Male,Hispanic,Rochester W1 P1,1
35 to 49,Male,Hispanic,Rochester W1 P10,2
35 to 49,Male,Hispanic,Rochester W1 P13,1
35 to 49,Male,Hispanic,Rochester W1 P2,2
35 to 49,Male,Hispanic,Rochester W1 P4,1
35 to 49,Male,Hispanic,Rochester W1 P6,3
35 to 49,Male,Hispanic,Rochester W1 P7,5
35 to 49,Male,Hispanic,Rochester W1 P8,2
35 to 49,Male,Hispanic,Rochester W1 P9,3
35 to 49,Male,Hispanic,Rochester W2 P1,2
35 to 49,Male,Hispanic,Rochester W2 P10,3
35 to 49,Male,Hispanic,Rochester W2 P11,2
35 to 49,Male,Hispanic,Rochester W2 P2,1
35 to 49,Male,Hispanic,Rochester W2 P3,1
35 to 49,Male,Hispanic,Rochester W2 P4,2
35 to 49,Male,Hispanic,Rochester W2 P5,1
35 to 49,Male,Hispanic,Rochester W2 P6,2
35 to 49,Male,Hispanic,Rochester W2 P9,1
35 to 49,Male,Hispanic,Rochester W4 P10,4
35 to 49,Male,Hispanic,Rochester W4 P12,2
35 to 49,Male,Hispanic,Rochester W4 P9,1
35 to 49,Male,Hispanic,Stewartville,2
35 to 49,Male,Hispanic,Byron,1
35 to 49,Male,Hispanic,Dodge Center P-1,1
35 to 49,Male,Hispanic,Hayfield,2
35 to 49,Male,Hispanic,Kasson P-2,3
35 to 49,Male,Hispanic,Kasson P-3,2
35 to 49,Male,Hispanic,Mantorville Twp.,3
35 to 49,Male,Hispanic,Rochester Twp P-1,2
35 to 49,Male,Hispanic,Rochester W1 P11,1
35 to 49,Male,Hispanic,Rochester W1 P12,2
35 to 49,Male,Hispanic,Rochester W1 P13,1
35 to 49,Male,Hispanic,Rochester W1 P5,1
35 to 49,Male,Hispanic,Rochester W1 P6,2
35 to 49,Male,Hispanic,Rochester W1 P7,1
35 to 49,Male,Hispanic,Rochester W1 P8,2
35 to 49,Male,Hispanic,Rochester W1 P9,1
35 to 49,Male,Hispanic,Rochester W4 P10,2
35 to 49,Male,Hispanic,Rochester W4 P11,1
35 to 49,Male,Hispanic,Rochester W4 P12,2
35 to 49,Male,Hispanic,Rochester W4 P8,3
35 to 49,Male,Hispanic,Rochester W4 P9,1
35 to 49,Male,Hispanic,West Concord,1
35 to 49,Male,White,Ashland Twp.,20
35 to 49,Male,White,Byron,495
35 to 49,Male,White,Canisteo Twp.,46
35 to 49,Male,White,Cascade Twp. P-3,21
35 to 49,Male,White,Claremont,25
35 to 49,Male,White,Claremont Twp.,25
35 to 49,Male,White,Concord Twp.,49
35 to 49,Male,White,Dodge Center P-1,112
35 to 49,Male,White,Dodge Center P-2,12
35 to 49,Male,White,Ellington Twp.,15
35 to 49,Male,White,Hayfield,64
35 to 49,Male,White,Hayfield Twp.,38
35 to 49,Male,White,High Forest Twp.,57
35 to 49,Male,White,Kalmar Twp.,97
35 to 49,Male,White,Kasson P-1,55
35 to 49,Male,White,Kasson P-2,328
35 to 49,Male,White,Kasson P-3,71
35 to 49,Male,White,Mantorville,60
35 to 49,Male,White,Mantorville Twp.,156
35 to 49,Male,White,Milton Twp.,56
35 to 49,Male,White,Ripley Twp.,11
35 to 49,Male,White,Rochester Twp P-1,116
35 to 49,Male,White,Rochester Twp P-2,20
35 to 49,Male,White,Rochester Twp P-3,4
35 to 49,Male,White,Rochester W1 P1,67
35 to 49,Male,White,Rochester W1 P10,58
35 to 49,Male,White,Rochester W1 P11,116
35 to 49,Male,White,Rochester W1 P12,124
35 to 49,Male,White,Rochester W1 P13,115
35 to 49,Male,White,Rochester W1 P14,42
35 to 49,Male,White,Rochester W1 P2,49
35 to 49,Male,White,Rochester W1 P4,83
35 to 49,Male,White,Rochester W1 P5,25
35 to 49,Male,White,Rochester W1 P6,141
35 to 49,Male,White,Rochester W1 P7,109
35 to 49,Male,White,Rochester W1 P8,109
35 to 49,Male,White,Rochester W1 P9,27
35 to 49,Male,White,Rochester W2 P1,92
35 to 49,Male,White,Rochester W2 P10,70
35 to 49,Male,White,Rochester W2 P11,98
35 to 49,Male,White,Rochester W2 P2,44
35 to 49,Male,White,Rochester W2 P3,96
35 to 49,Male,White,Rochester W2 P4,85
35 to 49,Male,White,Rochester W2 P5,59
35 to 49,Male,White,Rochester W2 P6,33
35 to 49,Male,White,Rochester W2 P9,65
35 to 49,Male,White,Rochester W4 P10,61
35 to 49,Male,White,Rochester W4 P11,50
35 to 49,Male,White,Rochester W4 P12,39
35 to 49,Male,White,Rochester W4 P13,41
35 to 49,Male,White,Rochester W4 P8,61
35 to 49,Male,White,Rochester W4 P9,16
35 to 49,Male,White,Rochester W5 P14,39
35 to 49,Male,White,Rock Dell Twp.,47
35 to 49,Male,White,Salem Twp.,79
35 to 49,Male,White,Stewartville,403
35 to 49,Male,White,Vernon Twp.,56
35 to 49,Male,White,Wasioja Twp.,69
35 to 49,Male,White,West Concord,32
35 to 49,Male,White,Westfield Twp.,34
35 to 49,Male,White,Ashland Twp.,1
35 to 49,Male,White,Byron,74
35 to 49,Male,White,Canisteo Twp.,5
35 to 49,Male,White,Cascade Twp. P-3,1
35 to 49,Male,White,Claremont,3
35 to 49,Male,White,Claremont Twp.,2
35 to 49,Male,White,Concord Twp.,1
35 to 49,Male,White,Dodge Center P-1,18
35 to 49,Male,White,Dodge Center P-2,4
35 to 49,Male,White,Hayfield,17
35 to 49,Male,White,Hayfield Twp.,1
35 to 49,Male,White,High Forest Twp.,8
35 to 49,Male,White,Kalmar Twp.,7
35 to 49,Male,White,Kasson P-1,2
35 to 49,Male,White,Kasson P-2,53
35 to 49,Male,White,Kasson P-3,11
35 to 49,Male,White,Mantorville,8
35 to 49,Male,White,Mantorville Twp.,16
35 to 49,Male,White,Marion Twp. P-2,1
35 to 49,Male,White,Milton Twp.,4
35 to 49,Male,White,Ripley Twp.,1
35 to 49,Male,White,Rochester Twp P-1,9
35 to 49,Male,White,Rochester Twp P-2,3
35 to 49,Male,White,Rochester W1 P1,4
35 to 49,Male,White,Rochester W1 P10,10
35 to 49,Male,White,Rochester W1 P11,14
35 to 49,Male,White,Rochester W1 P12,14
35 to 49,Male,White,Rochester W1 P13,13
35 to 49,Male,White,Rochester W1 P2,9
35 to 49,Male,White,Rochester W1 P4,13
35 to 49,Male,White,Rochester W1 P5,8
35 to 49,Male,White,Rochester W1 P6,20
35 to 49,Male,White,Rochester W1 P7,11
35 to 49,Male,White,Rochester W1 P8,14
35 to 49,Male,White,Rochester W1 P9,6
35 to 49,Male,White,Rochester W2 P1,19
35 to 49,Male,White,Rochester W2 P10,6
35 to 49,Male,White,Rochester W2 P11,19
35 to 49,Male,White,Rochester W2 P2,5
35 to 49,Male,White,Rochester W2 P3,18
35 to 49,Male,White,Rochester W2 P4,7
35 to 49,Male,White,Rochester W2 P5,8
35 to 49,Male,White,Rochester W2 P6,7
35 to 49,Male,White,Rochester W2 P9,2
35 to 49,Male,White,Rochester W4 P10,7
35 to 49,Male,White,Rochester W4 P11,15
35 to 49,Male,White,Rochester W4 P12,12
35 to 49,Male,White,Rochester W4 P13,9
35 to 49,Male,White,Rochester W4 P8,12
35 to 49,Male,White,Rochester W4 P9,5
35 to 49,Male,White,Rochester W5 P14,6
35 to 49,Male,White,Rock Dell Twp.,4
35 to 49,Male,White,Salem Twp.,10
35 to 49,Male,White,Stewartville,61
35 to 49,Male,White,Vernon Twp.,2
35 to 49,Male,White,Wasioja Twp.,6
35 to 49,Male,White,West Concord,6
35 to 49,Male,White,Westfield Twp.,4
35 to 49,Male,White,Byron,12
35 to 49,Male,White,Claremont,1
35 to 49,Male,White,Concord Twp.,1
35 to 49,Male,White,Dodge Center P-1,2
35 to 49,Male,White,Hayfield Twp.,2
35 to 49,Male,White,Kasson P-1,1
35 to 49,Male,White,Kasson P-2,9
35 to 49,Male,White,Kasson P-3,3
35 to 49,Male,White,Mantorville Twp.,3
35 to 49,Male,White,Milton Twp.,1
35 to 49,Male,White,Rochester Twp P-1,6
35 to 49,Male,White,Rochester Twp P-3,1
35 to 49,Male,White,Rochester W1 P1,1
35 to 49,Male,White,Rochester W1 P10,5
35 to 49,Male,White,Rochester W1 P11,7
35 to 49,Male,White,Rochester W1 P12,8
35 to 49,Male,White,Rochester W1 P13,10
35 to 49,Male,White,Rochester W1 P14,2
35 to 49,Male,White,Rochester W1 P2,2
35 to 49,Male,White,Rochester W1 P4,10
35 to 49,Male,White,Rochester W1 P6,6
35 to 49,Male,White,Rochester W1 P7,5
35 to 49,Male,White,Rochester W1 P8,10
35 to 49,Male,White,Rochester W1 P9,3
35 to 49,Male,White,Rochester W2 P1,4
35 to 49,Male,White,Rochester W2 P10,2
35 to 49,Male,White,Rochester W2 P11,11
35 to 49,Male,White,Rochester W2 P2,2
35 to 49,Male,White,Rochester W2 P3,1
35 to 49,Male,White,Rochester W2 P4,5
35 to 49,Male,White,Rochester W2 P5,3
35 to 49,Male,White,Rochester W2 P6,3
